20185 3 3 			
962.798766 	0.000000 	850.000000 	192.469721 	115.207373 	625.000000 
962.798766 	0.000000 	850.000000 	192.469721 	115.207373 	625.000000 
966.653816 	43.478261 	929.000000 	192.469721 	115.207373 	625.000000 
966.653816 	43.478261 	929.000000 	192.469721 	115.207373 	625.000000 
975.327679 	43.478261 	989.000000 	192.469721 	115.207373 	625.000000 
975.327679 	43.478261 	989.000000 	192.469721 	115.207373 	625.000000 
961.835004 	173.913043 	894.270000 	0.000000 	224.884793 	125.000000 
961.835004 	173.913043 	894.270000 	0.000000 	224.884793 	125.000000 
987.856592 	0.000000 	830.000000 	326.750922 	308.755760 	500.000000 
928.296068 	739.130435 	960.000000 	235.913639 	0.000000 	375.000000 
962.798766 	217.391304 	770.000000 	0.000000 	224.884793 	125.000000 
962.798766 	217.391304 	770.000000 	0.000000 	224.884793 	125.000000 
932.922128 	565.217391 	922.000000 	235.913639 	184.331797 	375.000000 
941.017733 	434.782609 	922.000000 	209.583992 	110.599078 	375.000000 
941.595991 	434.782609 	973.670000 	262.243286 	202.764977 	375.000000 
953.932151 	434.782609 	918.000000 	262.243286 	202.764977 	375.000000 
957.016191 	434.782609 	880.000000 	262.243286 	202.764977 	375.000000 
962.798766 	217.391304 	880.000000 	209.583992 	110.599078 	375.000000 
962.798766 	521.739130 	776.000000 	235.913639 	184.331797 	375.000000 
967.232074 	434.782609 	890.000000 	262.243286 	202.764977 	375.000000 
968.581342 	391.304348 	915.000000 	262.243286 	202.764977 	375.000000 
969.545104 	347.826087 	877.000000 	262.243286 	202.764977 	375.000000 
973.400154 	391.304348 	896.092000 	262.243286 	202.764977 	375.000000 
973.785659 	391.304348 	855.000000 	262.243286 	202.764977 	375.000000 
983.037779 	86.956522 	745.458000 	316.482359 	281.105991 	500.000000 
987.856592 	130.434783 	805.000000 	326.750922 	308.755760 	500.000000 
990.747880 	86.956522 	734.000000 	326.750922 	308.755760 	500.000000 
992.097147 	130.434783 	729.790000 	326.750922 	308.755760 	500.000000 
993.639167 	130.434783 	679.000000 	326.750922 	308.755760 	500.000000 
995.566692 	130.434783 	773.070000 	364.402317 	331.797235 	500.000000 
995.566692 	130.434783 	773.070000 	364.402317 	331.797235 	500.000000 
947.378566 	173.913043 	843.000000 	0.000000 	224.884793 	125.000000 
947.378566 	173.913043 	933.000000 	0.000000 	224.884793 	125.000000 
947.378566 	173.913043 	843.000000 	0.000000 	224.884793 	125.000000 
947.378566 	173.913043 	933.000000 	0.000000 	224.884793 	125.000000 
949.306091 	217.391304 	770.000000 	0.000000 	224.884793 	125.000000 
